,item,brand,retail,release,lowestAsk,numberOfAsks,salesThisPeriod,highestBid,numberOfBids,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,changePercentage
1182,New Balance 550 Silver Birch (W),New Balance,110,2022-05-25,140,276,74,180,71,270,134,0.177947,135,0.273,182,140,-0.204545
1183,Jordan 3 Retro Muslin,Jordan,200,2022-03-25,220,1241,73,251,329,851,194,0.062613,7933,0.085,268,217,-0.194069
1184,Nike Dunk Low Midas Gold,Nike,100,2022-02-15,130,932,72,180,224,279,115,0.251103,16265,0.35,157,135,-0.035714
1185,Nike Air VaporMax Plus Triple Black,Nike,190,2018-01-25,174,489,72,220,169,484,119,0.091185,11189,-0.079,212,175,0.075447
1186,Jordan 1 Mid SE Zen Master,Jordan,125,2022-06-23,99,1128,72,190,120,230,90,0.077225,510,-0.16,134,105,0.029412
1187,adidas Yeezy Boost 700 V2 Static (2018/2022),adidas,300,2018-12-29,265,1734,71,295,355,1168,249,0.09692,6893,-0.117,347,265,0.055777
1188,New Balance 550 Au Lait (W),New Balance,100,2022-03-15,145,430,71,230,138,531,114,0.098908,1967,0.86,187,186,0.280672
1189,Jordan 1 Mid Reverse Bred (2021),Jordan,120,2022-02-01,105,990,71,141,91,246,94,0.13853,1932,0.025,128,123,0.302678
1190,Nike SB Dunk Low Gnarhunters,Nike,120,2022-03-01,140,430,71,235,316,573,85,0.114774,1202,0.642,192,197,0.077836
1191,Nike SB Dunk High Pineapple,Nike,120,,134,485,71,251,132,364,119,0.115883,398,0.017,195,122,-0.098693
1192,New Balance 550 White Green,New Balance,120,2021-06-24,230,283,70,315,261,920,121,0.183687,13361,1.242,237,269,-0.106312
1193,Jordan 2 Retro SP Union Grey Fog,Jordan,225,2022-04-15,208,1479,70,290,589,1380,194,0.113766,4011,0.156,331,260,-0.054545
1194,Jordan 1 Low Bulls,Jordan,100,2022-04-01,113,816,70,115,154,222,103,0.073757,531,0.2,141,120,-0.008264
1195,adidas Yeezy Boost 350 V2 Mono Ice,adidas,220,2021-06-18,240,1441,69,272,189,497,180,0.04224,29979,0.241,283,273,0.092
1196,Jordan 3 Retro Pine Green,Jordan,190,2021-10-30,192,1004,69,250,268,1000,165,0.096288,27352,0.389,229,264,0.319709
1197,Nike Dunk Low Ocean (W),Nike,100,2022-05-01,163,814,69,265,329,400,138,0.200843,1449,0.99,191,199,-0.363421
1198,Jordan 1 Low Washed Denim (GS),Jordan,80,2022-02-01,88,389,69,97,73,225,72,0.114507,1331,0.2,116,96,-0.025
1199,New Balance 990v3 MiUSA Teddy Santis Sea Salt,New Balance,210,2022-05-26,210,386,69,254,381,529,190,0.06658,867,0.067,248,224,-0.114625
1200,Jordan 3 Retro Desert Elephant,Jordan,200,2022-07-01,199,208,68,251,47,448,175,0.035325,93,0.045,227,209,0.050251
1201,Nike Dunk Low EMB NBA 75th Anniversary Brooklyn Nets,Nike,110,2021-10-19,140,674,67,147,208,347,124,0.083228,9863,0.464,171,161,-0.029743
1202,Jordan 1 Mid Coconut Milk (W),Jordan,120,2022-02-04,118,812,67,127,132,276,100,0.07717,5870,0.125,159,135,0.060308
1203,New Balance 550 White Grey Dark Grey,New Balance,100,2022-05-12,111,389,67,161,241,351,50,0.089417,929,0.71,175,171,0.05572
1204,Nike Dunk Low Michigan State,Nike,100,2021-06-03,309,525,66,426,405,943,198,0.101224,16195,2.09,310,309,0.029681
1205,Jordan 1 Low Diamond Shorts,Jordan,120,2022-02-09,129,1365,66,260,317,301,100,0.08183,11906,0.425,147,171,0.265343
1206,Nike Vaporwaffle sacai Sail Gum,Nike,180,2022-03-10,255,885,66,709,488,1927,200,0.1275,8382,1.033,507,366,-0.336874
1207,Nike Dunk Low Union Passport Pack Argon,Nike,150,2022-04-02,250,1582,66,334,471,2000,234,0.089808,6965,0.947,340,292,-0.045752
1208,Jordan 1 Mid Banned (2020),Jordan,115,2020-11-12,145,1042,65,233,251,347,0,0.155463,22542,1.157,184,248,0.47619
1209,Nike Dunk Low Retro White Black (TD),Nike,50,2021-03-10,60,527,65,60,68,142,45,0.032854,10647,0.4,77,70,0.031265
1210,Nike Air Max 97 Triple White Wolf Grey,Nike,160,2017-08-01,110,508,65,145,181,324,50,0.0816,9884,-0.075,159,148,0.080292
1211,Crocs Classic Clog SZA,Crocs,70,2022-05-06,73,324,65,180,62,299,60,0.139502,1445,0.786,102,125,0.785714
1212,Jordan 1 Retro High OG Bordeaux,Jordan,170,2021-11-20,165,2361,63,190,352,1200,120,0.087672,24204,-0.012,208,168,0.005988
1213,Puma LaMelo Ball MB.01 Queen City,Puma,125,2022-03-13,223,250,63,245,199,600,149,0.077508,10288,0.784,192,223,-0.038793
1214,Jordan 1 Low Triple White Tumbled Leather,Jordan,90,2020-04-01,120,436,63,125,145,237,45,0.081757,7752,0.389,132,125,-0.132416
1215,Nike Dunk Low Disrupt 2 Phantom University Blue (W),Nike,110,2022-02-03,161,192,63,200,233,356,110,0.07204,7745,1.045,189,225,0.428457
1216,Jordan 1 Retro Low Golf UNC,Jordan,130,2022-02-25,134,800,63,193,304,574,120,0.065794,5018,0.462,217,190,0.098266
1217,Jordan 4 Retro White Oreo (2021),Jordan,190,2021-07-03,390,1055,62,480,454,782,0,0.18678,47020,1.158,346,410,-0.088889
1218,Jordan 1 Retro Low Golf Shadow,Jordan,140,2022-01-20,143,1144,61,173,245,540,116,0.094047,5487,-0.043,184,134,-0.007407
1219,Nike Air Max Plus White,Nike,150,2019-01-01,136,271,61,150,158,311,91,0.1282,4532,0.113,172,167,0.063694
1220,Nike Air Force 1 Low Puerto Rico Boricua,Nike,120,2022-06-04,160,86,61,157,87,300,120,0.102496,217,0.583,170,190,0.158537
1221,Jordan 1 Retro High Pollen,Jordan,170,2021-08-14,180,1970,60,222,326,600,0,0.112968,36019,0.0,218,170,-0.119171
1222,Nike Air Max 1 SP Concepts Mellow,Nike,170,2022-03-05,154,1297,60,220,437,1080,84,0.102641,9399,-0.1,236,153,-0.089286
1223,Jordan 1 Mid SE Light Mulberry (W),Jordan,130,2022-03-29,128,815,60,150,337,375,102,0.08053,5793,0.354,171,176,0.336148
1224,New Balance 550 Burgundy Cyan,New Balance,120,2022-01-08,105,745,60,171,180,491,85,0.119832,2828,0.083,154,130,0.095977
1225,Jordan 1 Low Green Toe,Jordan,100,2021-10-12,125,561,59,179,311,346,40,0.134237,12464,0.84,164,184,-0.102439
1226,Jordan 1 Mid SE Coconut Milk Particle Grey,Jordan,130,2022-02-24,122,1126,59,160,186,306,109,0.12753,6378,0.292,156,168,0.092812
1227,Nike Blazer Low Sacai White Patent Leather,Nike,120,2022-03-31,98,720,59,119,152,487,38,0.130612,3923,0.208,135,145,0.12959
1228,adidas Yeezy Boost 700 MNVN Geode,adidas,220,2022-04-19,179,473,59,250,146,483,131,0.127823,3391,-0.214,198,173,-0.195349
1229,adidas Yeezy Slide Onyx (Kids),adidas,50,2021-03-07,71,562,59,75,87,280,54,0.116399,2615,0.3,87,65,-0.097222
1230,Nike Air Trainer SC High Auburn,Nike,150,2022-05-01,146,142,59,276,101,380,125,0.298586,990,0.013,174,152,-0.044025
1231,Jordan 6 Retro UNC White (GS),Jordan,160,2022-04-27,107,984,58,138,65,310,84,0.114113,8503,-0.144,183,137,0.280374
1232,Jordan 1 Mid SE Dark Chocolate,Jordan,130,2021-11-26,120,673,58,165,201,600,101,0.079864,8329,0.177,164,153,0.176923
1233,adidas Yeezy Boost 350 V2 Black (Non-Reflective),adidas,220,2019-06-07,418,752,58,450,254,857,276,0.069305,4747,0.9,526,418,-0.016471
1234,adidas Yeezy 700 V3 Fade Carbon,adidas,210,2022-05-21,168,984,58,228,209,350,151,0.123493,1267,-0.171,239,174,-0.243478
1235,New Balance 991 Aime Leon Dore MiUK Grey,New Balance,275,2022-05-30,289,434,58,363,202,664,288,0.069271,170,0.465,366,403,0.225258
1236,Jordan 12 Retro Royalty Taxi,Jordan,190,2021-11-13,185,851,56,270,237,561,160,0.120792,33960,0.095,247,208,0.0
1237,adidas Yeezy Boost 350 V2 Static Black (Reflective),adidas,220,2019-06-06,350,735,55,501,304,1420,323,0.096798,10520,1.095,507,461,-0.027426
1238,Nike Air Max 1 SP Concepts Heavy,Nike,170,2022-03-12,157,738,55,362,671,699,153,0.139998,8067,0.994,246,339,0.185218
1239,Nike Dunk Low Retro Next Nature Sequoia,Nike,110,2022-05-10,100,629,55,137,152,221,81,0.104193,4301,0.145,142,126,0.05
1240,Jordan 1 Retro High OG Hand Crafted,Jordan,170,2021-12-18,155,1795,54,200,269,1200,137,0.093672,12674,-0.094,205,154,-0.0375
1241,Nike Dunk Low Essential Paisley Pack Barley (W),Nike,120,2022-05-01,125,233,54,170,285,336,108,0.091724,1180,0.25,157,150,0.102941
1242,adidas Yeezy Boost 350 V2 Mono Cinder,adidas,220,2021-06-24,214,1398,53,305,171,1000,176,0.119971,24376,0.286,287,283,-0.007018
1243,New Balance 990v3 JJJJound Brown Black,New Balance,250,2022-05-12,205,962,53,317,422,807,166,0.164608,1561,0.296,356,324,0.472727
1244,adidas Yeezy 450 Sulfur,adidas,200,2022-05-07,149,828,53,210,125,700,130,0.12456,1187,-0.2,185,160,0.066667
1245,New Balance 9060 Joe Freshgoods Inside Voices Penny Cookie Pink,New Balance,180,2022-05-18,270,376,53,381,483,945,255,0.06342,1110,0.639,357,295,-0.016667
1246,Jordan 11 Retro Low Legend Blue,Jordan,185,2021-05-07,239,878,52,295,226,430,84,0.091075,18541,0.341,248,248,0.002678
1247,adidas Yeezy Boost 350 V2 Zyon,adidas,220,2020-07-18,233,1406,52,273,245,460,90,0.155177,12917,0.186,272,261,0.086723
1248,Nike Air Max 2017 Triple Black,Nike,190,2017-01-01,95,274,52,140,139,282,71,0.134907,3770,-0.416,138,111,0.193548
1249,Jordan 1 Mid SE Brown Basalt Oatmeal (W),Jordan,130,2022-03-30,108,311,52,148,108,307,95,0.137755,2907,0.038,181,135,0.0
1250,Nike Killshot 2 J Crew Sail Midnight Navy,Nike,90,2017-02-25,56,276,52,110,74,250,46,0.090116,2878,-0.022,92,88,0.011494
1251,Jordan 1 High Zoom Air CMFT Anthracite,Jordan,140,2022-05-10,128,482,52,210,166,296,101,0.122279,2566,-0.007,157,139,-0.162651
1252,adidas Yeezy Slide Pure (Restock Pair) (Kids),adidas,50,2022-03-07,70,380,52,90,83,159,51,0.137313,1811,0.4,85,70,-0.027778
1253,Jordan 11 Retro Low 72-10 (GS),Jordan,135,2022-05-14,101,554,52,105,33,209,76,0.094255,1322,0.0,139,135,0.285714
1254,Jordan 9 Retro Chile Red (GS),Jordan,140,2022-05-07,130,347,51,140,43,400,86,0.063506,2759,0.093,176,153,0.013245
1255,Jordan 2 Retro SP Union Rattan,Jordan,225,2022-04-15,188,883,51,375,399,1198,189,0.163209,2458,1.129,359,479,0.977529
1256,Nike PG 6 All Star Weekend (2022),Nike,120,2022-04-22,105,148,51,160,117,381,81,0.211524,2285,0.058,143,127,0.058333
1257,New Balance 57/40 Sea Salt Calm Taupe (W),New Balance,100,2022-01-03,96,153,51,125,43,260,70,0.114589,1232,0.18,129,118,-0.048387
1258,Jordan 5 Retro Raging Bull Red (2021),Jordan,190,2021-04-10,155,1180,50,254,232,599,60,0.299039,30533,-0.132,229,165,-0.172601
1259,Jordan 1 Retro High Shadow 2.0,Jordan,170,2021-05-15,229,1496,50,300,295,548,91,0.054829,27081,0.471,267,250,0.086957
1260,Jordan 1 Mid Gym Red Black White,Jordan,120,2021-08-01,120,769,50,270,247,327,75,0.088918,24870,0.45,167,174,-0.105818
1261,adidas Yeezy Foam RNNR Vermillion,adidas,80,2021-10-29,189,691,50,380,196,977,120,0.268769,20308,1.812,226,225,-0.285714
1262,Nike SB Dunk Low Pro Paisley Brown,Nike,130,2022-05-01,177,721,50,235,466,653,140,0.135507,3801,0.731,234,225,0.362561
1263,Nike KD 14 Aunt Pearl,Nike,160,2022-04-15,120,345,50,140,111,326,97,0.101609,1235,-0.112,180,142,-0.083871
1264,New Balance 9060 Joe Freshgoods Inside Voices Baby Shower Blue,New Balance,180,2022-05-18,231,489,50,441,307,858,215,0.170848,870,1.167,325,390,0.160137
1265,Jordan 1 Mid White Black Purple,Jordan,125,,119,368,50,150,119,280,107,0.206806,602,-0.016,166,123,-0.310766
1266,Jordan 11 Retro Cool Grey (2021) (GS),Jordan,185,2021-12-11,164,1012,49,212,89,500,121,0.145382,30225,0.254,239,232,0.017544
1267,adidas Yeezy Boost 350 V2 Carbon,adidas,220,2020-10-02,198,1134,49,360,289,621,172,0.130341,14457,0.268,285,279,-0.017606
1268,Jordan 4 Retro Fire Red (2020),Jordan,200,2020-11-28,298,1039,49,381,379,612,151,0.106751,12792,1.46,367,492,0.286809
1269,Nike Dunk Low PRM Halloween (2021),Nike,110,2022-04-01,170,952,49,232,258,1080,109,0.185064,12774,0.364,225,150,-0.444444
1270,Jordan 1 Mid SE Grey Green,Jordan,120,2021-11-17,155,819,49,173,162,351,100,0.049041,9718,0.458,169,175,0.11465
1271,adidas Ultra Boost 4.0 DNA Triple Black,adidas,200,2020-12-12,98,374,49,225,108,255,40,0.167348,5777,-0.4,122,120,0.043478
1272,Nike Blazer Low 77 Vintage White Black,Nike,85,2020-12-04,63,274,49,84,95,290,26,0.11135,4254,-0.118,77,75,0.0
1273,Nike Air Max 1 SH Treeline,Nike,150,2022-05-07,139,1115,49,156,598,475,130,0.104848,3470,0.013,204,152,0.039724
1274,Crocs Classic Clog Cinnamon Toast Crunch,Crocs,70,2022-04-28,130,79,49,210,125,399,72,0.186762,2324,0.929,118,135,0.125
1275,Nike Air Force 1 Low Triple Red,Nike,110,2020-02-01,100,233,48,127,186,275,41,0.169251,8297,0.327,122,146,0.292035
1276,New Balance 990v5 Grey,New Balance,175,2019-02-13,140,307,48,180,196,352,90,0.145505,5362,-0.103,164,157,-0.048485
1277,Jordan 11 Retro Low Pure Violet (W),Jordan,190,2022-04-28,154,815,48,160,118,338,120,0.055677,4216,-0.211,206,150,-0.0625
1278,adidas Yeezy 450 Cinder,adidas,210,2022-03-24,196,727,48,265,225,500,147,0.105104,3832,0.2,232,252,0.054393
1279,Nike Air Force 1 Low '07 Essential White Worn Blue Paisley (W),Nike,100,2021-12-29,94,349,48,124,150,375,89,0.127749,2157,0.38,125,138,0.32
1280,Common Projects Original Achilles White,Common Projects,415,2004-01-01,256,309,48,350,94,495,164,0.045289,1677,-0.381,269,257,0.107759
1281,Jordan 1 Retro High OG Heritage (GS),Jordan,140,2022-05-25,99,744,48,105,103,206,89,0.12536,1659,-0.243,126,106,0.06
1282,Nike Dunk Low USA (W),Nike,100,,109,226,48,138,93,413,92,0.199225,284,0.12,140,112,-0.410526
1283,adidas Yeezy Foam RNR Desert Sand (Kids),adidas,65,2022-06-11,97,77,48,106,35,180,85,0.051322,53,0.662,112,108,0.136842
1284,adidas Yeezy Boost 350 V2 Ash Pearl,adidas,220,2021-03-20,240,988,47,324,206,499,141,0.116904,9473,0.432,296,315,0.266111
1285,Jordan 3 Retro Cardinal (GS),Jordan,150,2022-02-19,130,1061,47,140,78,289,100,0.076358,8953,-0.02,170,147,-0.06962
1286,adidas Yeezy Foam RNNR Mist,adidas,90,2022-03-11,178,603,47,218,129,329,143,0.088082,6920,1.056,198,185,-0.170404
1287,Nike SB Dunk Low Polaroid,Nike,120,2022-04-12,148,1000,47,205,215,416,105,0.108173,5255,0.333,193,160,0.073826
1288,Jordan 1 High Element Gore-Tex Light Curry,Jordan,200,2022-04-01,152,767,47,240,250,359,136,0.099295,1647,-0.15,206,170,-0.076087
1289,Nike Air Force 1 Low '07 QS Uno,Nike,120,2022-02-01,95,327,47,105,57,276,75,0.129141,995,-0.158,140,101,0.01
1290,Nike Kyrie Low 5 Community,Nike,130,,116,231,47,150,60,238,105,0.11182,168,-0.192,136,105,-0.045455
1291,Nike Air Max 1 Premium Blueprint,Nike,160,2022-03-26,188,526,46,223,564,600,160,0.123718,4299,0.225,245,196,-0.039216
1292,Jordan 1 High Zoom Air CMFT Easter (W),Jordan,140,2021-08-19,139,289,46,182,80,417,100,0.075688,3745,0.157,201,162,0.140845
1293,Nike Air Force 1 Low Carabiner Swoosh Red,Nike,130,2022-03-01,112,177,46,135,140,342,61,0.202101,1479,-0.077,155,120,0.0
1294,Nike Air Max Koko Triple Black (W),Nike,120,2021-04-09,65,44,46,100,68,184,30,0.211314,554,-0.358,83,77,-0.214286
1295,adidas Yeezy Foam RNR Desert Sand (Infants),adidas,45,2022-06-11,80,81,46,86,27,149,70,0.074874,52,1.0,95,90,-0.081633
1296,Jordan 4 Retro Infrared (GS),Jordan,160,2022-06-15,181,345,45,180,181,338,125,0.026889,838,0.131,227,181,0.0
1297,Nike Dunk Low Archeo Pink (W),Nike,100,2021-10-23,180,1053,45,218,181,358,108,0.140741,14732,0.7,180,170,-0.356061
1298,Jordan 1 Mid Triple White 2.0 (2020),Jordan,115,2020-06-01,109,578,45,128,139,323,40,0.10666,13100,-0.087,143,105,-0.125118
1299,Jordan 13 Retro Court Purple,Jordan,190,2022-01-08,175,1375,45,210,152,600,145,0.114237,12009,-0.079,211,175,0.096221
1300,Jordan 1 Mid Armory Navy (GS),Jordan,85,2022-03-29,103,437,45,102,128,242,95,0.151532,4445,0.212,136,103,-0.119709
1301,Nike Air Max 2 CB 94 Suns,Nike,160,2022-02-01,177,125,45,230,206,600,135,0.130671,1441,0.194,201,191,-0.194093
1302,Nike SB Dunk Low Pro Be True,Nike,115,2022-06-22,188,142,45,200,136,419,120,0.142301,85,0.522,214,175,-0.074074
1303,Jordan 1 Retro High OG Prototype ,Jordan,170,2021-09-24,141,914,44,201,188,599,130,0.092001,15317,0.129,208,192,0.097291
1304,Jordan 4 Retro Red Thunder (GS),Jordan,140,2022-01-15,175,648,44,244,129,600,148,0.177996,13052,0.914,243,268,0.118473
1305,adidas Yeezy Boost 350 V2 Israfil,adidas,220,2020-08-22,273,817,44,312,210,475,166,0.048349,8220,0.323,300,291,0.053586
1306,Jordan 1 Mid SE Siempre Familia,Jordan,150,2021-10-29,101,342,44,140,176,378,79,0.165074,5298,-0.16,155,126,0.155963
1307,Nike Air Force 1 High '07 SP Billie Eilish Mushroom,Nike,170,2022-04-25,115,642,44,139,128,488,100,0.123126,2492,0.024,184,174,0.249344
1308,Nike Dunk Low Jackie Robinson (GS),Nike,0,2022-05-01,140,101,44,175,92,335,103,0.100028,825,inf,185,184,0.005464
1309,Nike Dunk Low Light Smoke Grey (W),Nike,100,2022-05-01,178,126,44,303,199,437,153,0.054836,370,0.85,200,185,0.057143
1310,Nike Air Trainer 1 Chlorophyll (2022),Nike,120,2022-05-20,92,427,43,156,197,302,75,0.162476,1941,0.483,146,178,0.348485
1311,Jordan 5 Retro Moonlight (2021),Jordan,190,2021-09-25,210,1194,43,217,226,550,156,0.162368,30780,-0.063,233,178,-0.179724
1312,Jordan 4 Retro Lightning (2021) (GS),Jordan,150,2021-08-28,150,712,43,196,120,323,90,0.075176,19370,0.153,185,173,-0.064865
1313,Nike LD Waffle SF sacai Fragment Grey,Nike,170,2021-09-15,274,849,43,475,314,706,225,0.114747,16671,1.6,420,442,0.045034
1314,Nike Dunk Low Next Nature White Gym Red (W),Nike,105,2022-05-12,200,404,43,255,227,392,148,0.051861,4005,1.01,209,211,0.010905
1315,Nike Air Zoom Flight 95 OG Black Metallic Silver (2022),Nike,160,2022-05-06,136,343,43,235,125,379,116,0.236763,1049,-0.088,191,146,-0.170455
1316,Jordan 1 Low Black White Grey (GS),Jordan,75,2021-07-26,189,308,42,259,84,296,90,0.097334,11889,1.613,146,196,0.12
1317,adidas Yeezy Foam RNNR MX Sand Grey,adidas,80,2021-12-11,257,353,42,375,172,537,150,0.121282,10876,3.788,251,383,0.490272
1318,Nike Dunk Low PRM Halloween (2021) (GS),Nike,95,2022-04-01,106,682,42,117,102,378,103,0.065213,6255,0.253,160,119,0.081818
1319,Jordan 1 Retro High 85 Georgetown,Jordan,200,2022-04-02,232,819,42,406,516,1025,225,0.110308,5874,0.87,387,374,-0.066763
1320,Jordan 1 Mid Shadow Red (GS),Jordan,95,2021-10-06,94,790,42,98,83,211,78,0.08075,5166,-0.011,117,94,-0.069307
1321,New Balance 550 White Green Black,New Balance,110,2021-09-01,132,184,42,167,112,417,102,0.147578,4331,0.509,175,166,0.152329
1322,Nike Air Force 1 Low Flax (2019/2022),Nike,100,2019-09-09,110,318,42,132,185,313,89,0.091962,3865,0.2,145,120,0.164663
1323,Nike Dunk Low Clear Blue Swoosh (GS),Nike,85,2022-04-22,97,409,42,119,111,195,80,0.166595,2815,0.529,130,130,-0.153559
1324,Jordan 1 High Zoom Air CMFT Pumpkin Spice,Jordan,140,2022-01-05,116,344,42,189,124,350,110,0.137696,2609,0.286,164,180,0.084337
1325,Nike Air Max 90 Terrascape Black Lime Ice,Nike,140,2021-10-28,101,410,42,120,134,415,90,0.12634,2512,-0.1,150,126,-0.1
1326,Jordan 1 Low Ashen Slate,Jordan,110,,161,304,42,175,231,249,124,0.109566,1344,0.582,163,174,-0.179245
1327,Jordan 1 Elevate Low SE University Blue (W),Jordan,140,2022-04-15,94,446,42,135,130,241,80,0.078854,1320,0.036,146,145,0.150794
1328,Nike PG 6 Fluoro,Nike,120,2022-02-07,102,205,42,150,60,303,65,0.170601,1096,-0.05,131,114,-0.142857
1329,Nike Dunk High Australia,Nike,110,,123,167,42,150,172,257,111,0.157883,718,0.4,149,154,0.006536
1330,Nike Air Presto Hello Kitty (2022) (PS),Nike,95,2022-05-27,93,126,42,109,96,202,76,0.087759,625,0.105,106,105,0.009615
1331,Jordan 5 Retro Green Bean (2022) (GS),Jordan,150,2022-05-28,100,581,42,107,36,220,95,0.097404,403,-0.233,139,115,-0.101563
1332,Nike Air Trainer SC High Royals,Nike,130,2022-05-18,154,89,42,185,66,225,134,0.09926,142,0.177,177,153,-0.159341
1333,Jordan 1 Low SE True Blue,Jordan,1110,2022-06-22,123,312,41,150,149,399,115,0.052911,675,-0.889,175,123,-0.115108
1334,Puma LaMelo Ball MB.01 UFO,Puma,120,2022-06-16,170,73,41,160,56,302,166,0.07325,51,0.567,192,188,0.105882
1335,Nike Dunk Low Next Nature White Light Orewood Brown (W),Nike,105,2022-01-22,205,307,41,251,263,369,125,0.082584,6462,0.905,200,200,-0.156118
1336,Nike Dunk High Light Chocolate,Nike,125,2022-02-23,140,600,41,221,199,715,131,0.059416,5667,0.288,220,161,0.087838
1337,Jordan 8 Retro SE Rui Hachimura Black Samurai,Jordan,225,2022-05-23,202,656,41,340,327,709,180,0.050446,1139,0.147,308,258,0.011765
1338,Nike Air Max 1 Travis Scott Cactus Jack Wheat Lemon Drop,Nike,160,,918,117,41,1100,280,3000,706,0.156987,199,5.875,1514,1100,-0.083333
1339,Nike Dunk Low Cider,Nike,110,2022-05-10,133,687,40,171,248,539,120,0.073531,5959,0.2,186,132,-0.108108
1340,adidas Yeezy Slide Soot,adidas,55,2020-09-04,146,452,40,230,157,499,90,0.144778,20830,2.782,183,208,-0.095652
1341,Jordan 4 Retro University Blue,Jordan,200,2021-04-28,400,1036,40,454,497,784,0,0.084673,19823,1.545,410,509,0.371662
1342,adidas Yeezy 450 Cloud White,adidas,200,2021-03-06,247,706,40,340,156,590,181,0.156753,10766,0.625,289,325,0.090604
1343,New Balance 550 UNC White University Blue,New Balance,110,2022-01-25,190,520,40,230,274,539,129,0.112829,8293,1.609,204,287,0.551326
1344,Nike Air Max Plus Triple Black,Nike,150,2017-12-20,136,322,40,155,132,338,89,0.155295,6549,-0.127,167,131,-0.366834
1345,Jordan 5 Retro Jade Horizon,Jordan,190,2022-04-09,159,1208,40,200,215,950,135,0.085338,6018,-0.005,226,189,-0.095694
1346,Jordan 1 Retro High Element Gore-Tex Black Particle Grey,Jordan,200,2021-12-04,156,1248,39,257,194,501,128,0.092225,5506,-0.175,236,165,0.024845
1347,New Balance 550 Joe Freshgoods Conversations Amongst Us,New Balance,120,2022-04-15,211,310,39,300,360,640,183,0.164468,2616,1.275,252,273,0.276308
1348,Jordan 1 Retro Low Golf Triple White,Jordan,140,2022-01-20,132,573,39,151,169,400,100,0.250266,2554,-0.093,157,127,-0.028877
1349,Nike Air Max Plus atmos White Hyper Jade,Nike,175,2021-12-07,126,395,39,152,110,388,127,0.223949,2025,-0.194,189,141,-0.098853
1350,New Balance 530 Steel Grey,New Balance,110,2021-01-21,95,174,39,165,64,292,76,0.149227,1281,0.1,122,121,-0.141165
1351,Jordan 1 Low Tie-Dye,Jordan,110,,107,652,39,138,141,237,100,0.13042,990,0.309,141,144,0.2
1352,Jordan 1 Mid SE Zen Master (GS),Jordan,110,2022-06-23,104,407,39,102,74,176,90,0.133861,785,-0.027,121,107,-0.240535
